,longitude,latitude,full_geoid,geoid
9382,-73.9487105,40.717692,360470515001008,36047051500
9383,-73.9002516,40.8637717,360050401003000,36005040100
9384,-73.9886136,40.684194,360470071003000,36047007100
9385,-74.005319,40.7406298,360610079004000,36061007900
9386,-73.9777411,40.7327813,360610044007001,36061004400
9387,-74.0084454,40.7431323,360610099012014,36061009901
9388,-73.9790933,40.7154534,360610010011007,36061001001
9389,-74.000365,40.7085845,360610015013001,36061001501
9390,-73.9361836,40.8114073,360610210004003,36061021000
9391,-74.0005854,40.7372819,360610071002000,36061007100
9392,-73.9794871,40.7398568,360610066003000,36061006600
9393,-73.9270682,40.8079643,360050019011003,36005001901
9394,-73.9817198,40.6947775,360470015012009,36047001501
9395,-73.9970516,40.7238604,360610043003004,36061004300
9396,-73.9896955,40.7399898,360610056003001,36061005600
9397,-74.001933,40.724552,360610049001007,36061004900
9398,-74.0056168,40.7257355,360610037003004,36061003700
9399,-73.9068824,40.6971683,360470439001003,36047043900
9400,-74.0059199,40.7369314,360610079004005,36061007900
9401,-73.9452629,40.6961997,360470259021000,36047025902
9402,-74.006437,40.680574,360470059002013,36047005900
9403,-74.0019922,40.6705047,360470053022010,36047005302
9404,-73.9772638,40.7531781,360610092002006,36061009200
9405,-74.0116864,40.7040777,360610009001004,36061000900
9406,-73.9196713,40.7716569,360810069003001,36081006900
9407,-73.9870501,40.7332371,360610040022000,36061004002
9408,-73.9788279,40.7360567,360610060002000,36061006000
9409,-73.9861581,40.7565837,360610119001002,36061011900
9410,-74.0087004,40.7199786,360610039003002,36061003900
9411,-73.9198337,40.7581438,360810155002002,36081015500
9412,-74.006711,40.7048907,360610007007003,36061000700
9413,-74.0057489,40.7201167,360610033002006,36061003300
9414,-73.9670943,40.7831116,360610143001010,36061014300
9415,-73.9430161,40.7467598,360810019011000,36081001901
9416,-73.9442812,40.7756198,360610144025000,36061014402
9417,-73.9612475,40.7385895,360810001011005,36081000101
9418,-73.9226882,40.8425773,360050213022002,36005021302
9419,-74.014012,40.651895,360470002001014,36047000200
9420,-73.9127425,40.8478678,360050217001000,36005021700
9421,-73.9355183,40.8570329,360610281001000,36061028100
9422,-73.9511751,40.8311626,360610237003003,36061023700
9423,-73.9291262,40.8530221,360610269001000,36061026900
9424,-73.99161,40.7351705,360610061003001,36061006100
9425,-73.9447664,40.8240379,360610231002005,36061023100
9426,-73.9423361,40.760401,360810039001007,36081003900
9427,-74.002738,40.7496554,360610097002002,36061009700
9428,-74.0142586,40.7111224,360610013005000,36061001300
9429,-74.0096737,40.7375543,360610079002001,36061007900
9430,-73.9076909,40.7659954,360810145002001,36081014500
9431,-73.9438534,40.6588362,360470810002000,36047081000
9432,-74.0069266,40.7182726,360610033001007,36061003300
9433,-73.990807,40.6555253,360470175001000,36047017500
9434,-73.9289146,40.8471267,360610311001003,36061031100
9435,-73.9781503,40.74172,360610070022000,36061007002
9436,-73.9486779,40.8206634,360610217031003,36061021703
9437,-73.9847376,40.7281362,360610034003002,36061003400
9438,-73.9793742,40.7437711,360610070023000,36061007002
9439,-74.0167692,40.7064316,360610317043007,36061031704
9440,-74.0095343,40.7494829,360610099012002,36061009901
9441,-73.964779,40.68304,360470199002000,36047019900
9442,-74.0148642,40.7094458,360610317043000,36061031704
9443,-73.9497121,40.7067155,360470511002002,36047051100
9444,-73.9744368,40.7697531,360610143001029,36061014300
9445,-73.9279367,40.7600941,360810059003000,36081005900
9446,-73.9832811,40.6608852,360470149021002,36047014902
9447,-73.9087475,40.8425951,360050171001000,36005017100
9448,-74.0102545,40.7115673,360610013005002,36061001300
9449,-73.9341662,40.7709708,360810081001005,36081008100
9450,-73.9133039,40.6756131,360470365011000,36047036501
9451,-73.9821356,40.7589801,360610125001002,36061012500
9452,-73.9318656,40.8006285,360610192002000,36061019200
9453,-73.910724,40.838998,360050225003002,36005022500
9454,-73.9685952,40.6585711,360470177001005,36047017700
9455,-73.9113895,40.8173685,360050071002010,36005007100
9456,-73.9870913,40.6603726,360471502003000,36047150200
9457,-73.9674781,40.7731153,360610143001020,36061014300
9458,-73.9881232,40.7433445,360610056002000,36061005600
9459,-73.9625349,40.7208419,360470555001000,36047055500
9460,-73.9790516,40.7313107,360610044004000,36061004400
9461,-73.9447159,40.6721665,360470339004000,36047033900
9462,-73.9579812,40.7101606,360470525001000,36047052500
9463,-73.9207694,40.7231624,360810219001007,36081021900
9464,-74.0173033,40.7053248,360610317043006,36061031704
9465,-73.9489138,40.7834081,360610156013001,36061015601
9466,-73.985259,40.686294,360470041003001,36047004100
9467,-73.9286117,40.769065,360810079001004,36081007900
9468,-73.9319818,40.8485916,360610269003001,36061026900
9469,-73.9815914,40.6627336,360470167004001,36047016700
9470,-73.9516366,40.7935609,360610143001001,36061014300
9471,-73.9831587,40.7444871,360610072003001,36061007200
9472,-73.949898,40.7693715,360610132021002,36061013202
9473,-73.9085258,40.9134118,360050319001001,36005031900
9474,-73.9327457,40.7378911,360810199012013,36081019901
9475,-74.011283,40.7104122,360610013005000,36061001300
9476,-73.9553048,40.7989814,360610143001002,36061014300
9477,-73.9514866,40.7136254,360470513001000,36047051300
9478,-73.9016792,40.7227442,360810521001001,36081052100
9479,-73.9146423,40.719827,360810219001010,36081021900
9480,-73.9966839,40.7592764,360610117001000,36061011700
9481,-73.997817,40.7411164,360610087005001,36061008700
9482,-74.0127946,40.702649,360610009001017,36061000900
9483,-73.9862501,40.6998062,360470023003003,36047002300
9484,-73.9032228,40.6951211,360810555002003,36081055500
9485,-73.9767668,40.7193809,360610020003001,36061002000
9486,-73.9262917,40.7623047,360810053001002,36081005300
9487,-73.9022693,40.8824536,360050283002009,36005028300
9488,-73.9203146,40.7313654,360810205001004,36081020500
9489,-73.9934008,40.7488679,360610101001004,36061010100
9490,-73.9020923,40.8089051,360050093022026,36005009302
9491,-73.9884072,40.7427289,360610056002000,36061005600
9492,-73.901802,40.724902,360810517002001,36081051700
9493,-73.9226809,40.774052,360810095002009,36081009500
9494,-73.9443529,40.7869041,360610164002001,36061016400
9495,-73.956291,40.8131628,360610209012000,36061020901
9496,-73.9518601,40.7326478,360470579012016,36047057901
9497,-73.9674022,40.7928107,360610181006000,36061018100
9498,-73.9838069,40.7543959,360610084001000,36061008400
9499,-73.9644942,40.7124083,360470549002002,36047054900
9500,-73.9256342,40.7588264,360810057001001,36081005700
9501,-73.947074,40.7942872,360610174011002,36061017401
9502,-73.9511193,40.7109567,360470513003005,36047051300
9503,-73.9313322,40.763182,360810045003000,36081004500
9504,-73.9860901,40.7255157,360610032003001,36061003200
9505,-73.9559223,40.7719186,360610134005000,36061013400
9506,-73.9251151,40.739528,360810189003000,36081018900
9507,-73.9604847,40.8075025,360610201011000,36061020101
9508,-73.9373551,40.7913981,360610162001002,36061016200
9509,-73.9448997,40.7208288,360470499002008,36047049900
9510,-73.9552514,40.7650291,360610124005000,36061012400
9511,-73.980036,40.765521,360610137002000,36061013700
9512,-73.9407066,40.7122145,360470481002002,36047048100
9513,-73.976161,40.757281,360610102002006,36061010200
9514,-73.9316105,40.866113,360610287001007,36061028700
9515,-73.9234401,40.7642276,360810061001001,36081006100
9516,-73.9425561,40.7980378,360610182005000,36061018200
9517,-73.9099816,40.892614,360050307012000,36005030701
9518,-73.9569968,40.7826198,360610150021001,36061015002
9519,-74.0108097,40.7330245,360610075001003,36061007500
9520,-74.0096036,40.7126149,360610021002005,36061002100
9521,-74.0135475,40.7112753,360610013005000,36061001300
9522,-73.9813435,40.7801302,360610159004000,36061015900
9523,-73.9424481,40.7618866,360810039001006,36081003900
9524,-73.9775815,40.7162654,360610010025000,36061001002
9525,-73.9969256,40.7527823,360610103001000,36061010300
9526,-73.9518597,40.7660684,360610124006000,36061012400
9527,-73.923599,40.656053,360470882004002,36047088200
9528,-74.0121505,40.7118373,360610013005000,36061001300
9529,-73.9393937,40.7651222,360810039001003,36081003900
9530,-73.9418368,40.7962326,360610182004000,36061018200
9531,-73.9190845,40.7830722,360810103001001,36081010300
9532,-73.9651624,40.7519647,360610086034005,36061008603
9533,-74.0167216,40.6799137,360470053031008,36047005303
9534,-73.9018138,40.7136851,360810603001004,36081060300
9535,-74.0086279,40.7334458,360610075001004,36061007500
9536,-73.9535359,40.7879016,360610160022001,36061016002
9537,-73.9508917,40.73311,360470579012016,36047057901
9538,-73.9348097,40.7151776,360470449022003,36047044902
9539,-73.9364655,40.8248671,360610236003002,36061023600
9540,-73.911947,40.6995107,360470439003002,36047043900
9541,-73.9573135,40.7700836,360610134008000,36061013400
9542,-73.9815339,40.7267839,360610032007001,36061003200
9543,-73.9518653,40.6551874,360470820001001,36047082000
9544,-73.9351926,40.7361993,360810199011004,36081019901
9545,-74.0110955,40.6547037,360470018021011,36047001802
9546,-73.9610484,40.6631608,360470327003000,36047032700
9547,-73.9618115,40.7395761,360810001011005,36081000101
9548,-74.0132955,40.7215188,360610039000001,36061003900
9549,-73.9398142,40.6779972,360470311003000,36047031100
9550,-73.9514238,40.7311285,360470579012021,36047057901
9551,-74.0051792,40.7189419,360610033001005,36061003300
9552,-73.9909585,40.6635707,360470143001004,36047014300
9553,-73.948495,40.728485,360470573002000,36047057300
9554,-73.9736998,40.7390286,360610062001002,36061006200
9555,-73.9500591,40.8013776,360610190002002,36061019000
9556,-73.9815596,40.7166548,360610012002001,36061001200
9557,-73.9853195,40.723603,360610030022000,36061003002
9558,-73.9359168,40.84111,360610249001000,36061024900
9559,-73.9495915,40.7903765,360610166004000,36061016600
9560,-73.950605,40.7923128,360610168003002,36061016800
9561,-73.9499159,40.6752788,360470315002001,36047031500
9562,-74.0070994,40.7474398,360610099011004,36061009901
9563,-73.9304722,40.8573674,360610283002000,36061028300
9564,-73.9434754,40.7431072,360810001041006,36081000104
9565,-73.9990274,40.7310352,360610065001001,36061006500
9566,-73.9250752,40.866446,360610295003001,36061029500
9567,-73.9516944,40.7945225,360610143001001,36061014300
9568,-73.900783,40.668547,360471134001006,36047113400
9569,-73.9328485,40.7435977,360810179021024,36081017902
9570,-73.9338978,40.8020919,360610242003008,36061024200
9571,-73.9371282,40.7435659,360810179021011,36081017902
9572,-73.9358564,40.8260626,360610236002003,36061023600
9573,-74.0008916,40.7178897,360610031001003,36061003100
9574,-73.9709826,40.6578393,360470177001005,36047017700
9575,-74.0129588,40.7100331,360610013004001,36061001300
9576,-73.9099674,40.7672508,360810141002008,36081014100
9577,-73.9826021,40.7677102,360610145003002,36061014500
9578,-73.9041955,40.766336,360810141002013,36081014100
9579,-73.9340624,40.7629445,360810045002000,36081004500
9580,-73.9077439,40.7568623,360810295002002,36081029500
9581,-73.9007546,40.9162058,361190002033000,36119000203
9582,-73.9212171,40.867707,360610303002002,36061030300
9583,-73.9789716,40.7158696,360610012003000,36061001200
9584,-73.9214903,40.772972,360810069003000,36081006900
9585,-73.9380894,40.762641,360810085001003,36081008500
9586,-73.9536184,40.7852953,360610160012000,36061016001
9587,-73.9275687,40.7744012,360810091002001,36081009100
9588,-74.0105294,40.6719914,360470053022008,36047005302
9589,-73.9057321,40.8657041,360050261001000,36005026100
9590,-73.9926956,40.7143783,360610008006000,36061000800
9591,-73.9285028,40.6650863,360470357021002,36047035702
9592,-73.965747,40.7164737,360470555001020,36047055500
9593,-73.9434991,40.746553,360810019011002,36081001901
9594,-73.9966451,40.7318592,360610063005000,36061006300
9595,-73.9797058,40.731757,360610044004000,36061004400
9596,-73.908558,40.652096,360470928002002,36047092800
9597,-74.0060631,40.7533278,360610099022003,36061009902
9598,-73.951821,40.727384,360470561003000,36047056100
9599,-73.9803516,40.7442604,360610072005001,36061007200
9600,-74.0122078,40.7189102,360610039004000,36061003900
9601,-73.9758014,40.7541893,360610092002003,36061009200
9602,-73.9432146,40.7690364,360610238021001,36061023802
9603,-74.0090604,40.7132907,360610021002001,36061002100
9604,-73.9014587,40.7597621,360810299001002,36081029900
9605,-73.9052527,40.775699,360810123011007,36081012301
9606,-73.9779374,40.717793,360610010025000,36061001002
9607,-73.920435,40.7492811,360810171011009,36081017101
9608,-73.9989206,40.6729484,360470077003011,36047007700
9609,-73.9721394,40.7654628,360610114012002,36061011401
9610,-73.9158348,40.7702744,360810125001001,36081012500
9611,-73.942636,40.725793,360470591004000,36047059100
9612,-74.0059404,40.7224608,360610037003017,36061003700
9613,-73.9119327,40.8923053,360050307011005,36005030701
9614,-73.9059679,40.6585674,360470920002001,36047092000
9615,-74.0072925,40.7537421,360610099022001,36061009902
9616,-74.0126248,40.7023889,360610009001020,36061000900
9617,-73.9018988,40.7656656,360810299001000,36081029900
9618,-73.9894196,40.6617471,360470147001000,36047014700
9619,-74.0058043,40.6606153,360470018021000,36047001802
9620,-73.9668178,40.7935996,360610185003000,36061018500
9621,-73.9203148,40.7067442,360470445003000,36047044500
9622,-74.0139519,40.7129978,360610317031003,36061031703
9623,-73.9567474,40.8216938,360610223013001,36061022301
9624,-73.9879019,40.7508044,360610109001007,36061010900
9625,-73.9781902,40.7182214,360610010021001,36061001002
9626,-73.9989258,40.7279771,360610055013000,36061005501
9627,-73.9598562,40.773644,360610140003001,36061014000
9628,-73.9645815,40.7124386,360470549002002,36047054900
9629,-73.9075838,40.7423891,360810251002003,36081025100
9630,-73.9116379,40.7680242,360810143002000,36081014300
9631,-73.9969437,40.7121635,360610008002000,36061000800
9632,-73.9438136,40.7746111,360610144027002,36061014402
9633,-73.9294066,40.8514301,360610269002001,36061026900
9634,-73.9649007,40.6931132,360470193001002,36047019300
9635,-73.9956142,40.7320387,360610059001001,36061005900
9636,-74.0142016,40.7112548,360610013005000,36061001300
9637,-73.9301338,40.7720501,360810081001000,36081008100
9638,-74.0134573,40.7118463,360610013005000,36061001300
9639,-73.9089437,40.8842905,360050295003001,36005029500
9640,-73.914622,40.7602961,360810149001000,36081014900
9641,-73.961077,40.6609419,360470327003002,36047032700
9642,-73.9819674,40.7787551,360610159005000,36061015900
9643,-73.9895101,40.6618025,360470143002000,36047014300
9644,-73.982224,40.7728628,360610149001003,36061014900
9645,-73.9053016,40.7740691,360810121002000,36081012100
9646,-73.99066,40.7353245,360610052001004,36061005200
9647,-73.9713656,40.7636506,360610114011003,36061011401
9648,-73.9574237,40.8098902,360610207012000,36061020701
9649,-73.9812888,40.6557664,360471502003009,36047150200
9650,-73.9837728,40.6601356,360470169003000,36047016900
9651,-74.0037647,40.7136559,360610031002007,36061003100
9652,-74.0013154,40.7564615,360610099032011,36061009903
9653,-73.9900284,40.7127376,360610006001002,36061000600
9654,-73.9647292,40.6904534,360470193003002,36047019300
9655,-73.9063666,40.9060969,360050323001001,36005032300
9656,-73.9623404,40.8085904,360610203002000,36061020300
9657,-73.989893,40.7326995,360610042002000,36061004200
9658,-73.975723,40.6513686,360470504011002,36047050401
9659,-73.9882412,40.7117892,360610006005000,36061000600
9660,-73.9642557,40.672136,360470215004001,36047021500
9661,-73.9624083,40.6691625,360470177001000,36047017700
9662,-73.9750469,40.7988554,360610187001003,36061018700
9663,-73.9908516,40.7011883,360470021001015,36047002100
9664,-73.9443992,40.720246,360470591003004,36047059100
9665,-73.9704634,40.8016128,360610191001004,36061019100
9666,-73.910646,40.722372,360810531001001,36081053100
9667,-73.9447272,40.8467612,360610255001000,36061025500
9668,-73.9089458,40.9188094,361190002022003,36119000202
9669,-73.9137138,40.8388117,360050225004002,36005022500
9670,-73.9450015,40.794167,360610172002001,36061017200
9671,-73.9252697,40.8441421,360050201001003,36005020100
9672,-74.0059454,40.7402279,360610079001011,36061007900
9673,-73.9513848,40.7885168,360610168002003,36061016800
9674,-73.9329569,40.6874947,360470293003000,36047029300
9675,-73.9611706,40.8068801,360610203002000,36061020300
9676,-73.9513204,40.7909297,360610168002000,36061016800
9677,-73.9532263,40.7282222,360470575004002,36047057500
9678,-73.9792806,40.699738,360470543001025,36047054300
9679,-73.9318748,40.7537923,360810051002006,36081005100
9680,-73.9737487,40.7896746,360610175006001,36061017500
9681,-73.9077736,40.7577398,360810163001003,36081016300
9682,-73.9475033,40.747283,360810007022001,36081000702
9683,-73.9858082,40.7178414,360610014021005,36061001402
9684,-73.9547768,40.7967877,360610143001001,36061014300
9685,-73.9521416,40.7172316,360470515001010,36047051500
9686,-73.949421,40.7810592,360610154012000,36061015401
9687,-73.9567948,40.7965162,360610143001003,36061014300
9688,-73.9004633,40.7687926,360810137001003,36081013700
9689,-73.9327015,40.7621251,360810047002000,36081004700
9690,-73.9199934,40.7503436,360810171021001,36081017102
9691,-73.9316313,40.8523595,360610271001001,36061027100
9692,-73.9391644,40.7958652,360610180003000,36061018000
9693,-73.9664625,40.7941079,360610185001000,36061018500
9694,-74.0001918,40.7092263,360610025001001,36061002500
9695,-73.931446,40.7991549,360610192002000,36061019200
9696,-73.901158,40.714622,360810601001002,36081060100
9697,-73.9319138,40.753729,360810031002002,36081003100
9698,-73.9334646,40.7763867,360810087002001,36081008700
9699,-73.9526872,40.7394774,360810001041037,36081000104
9700,-73.9786613,40.7773663,360610157002001,36061015700
9701,-73.9490625,40.7942134,360610174011002,36061017401
9702,-73.9898051,40.7014919,360470021001013,36047002100
9703,-73.9928772,40.7527473,360610109001005,36061010900
9704,-73.9489246,40.6784833,360470315001000,36047031500
9705,-73.9293914,40.8477876,360610311001000,36061031100
9706,-73.9318207,40.6605701,360470880012000,36047088001
9707,-73.9324945,40.7850444,360610240002006,36061024000
9708,-74.0119185,40.7026776,360610009001020,36061000900
9709,-73.999608,40.7344063,360610071003002,36061007100
9710,-73.9127593,40.6753271,360470365011000,36047036501
9711,-73.9394276,40.749329,360810019021004,36081001902
9712,-73.9884804,40.6704008,360470137003001,36047013700
9713,-73.9886887,40.7134998,360610006004001,36061000600
9714,-73.9536092,40.7668013,360610124006000,36061012400
9715,-73.9170261,40.784114,360810103001000,36081010300
9716,-73.978516,40.7247389,360610026023000,36061002602
9717,-74.0101812,40.6737786,360470053023003,36047005302
9718,-73.9139012,40.8570093,360050249001000,36005024900
9719,-73.9564953,40.781515,360610150022000,36061015002
9720,-73.926721,40.654044,360470866003001,36047086600
9721,-73.9990514,40.7487368,360610097001001,36061009700
9722,-73.9886786,40.6737465,360470119011005,36047011901
9723,-73.9505406,40.7991927,360610186003001,36061018600
9724,-74.0032986,40.760687,360610117003003,36061011700
9725,-73.9140791,40.698932,360470441001004,36047044100
9726,-73.9318505,40.774838,360810087002000,36081008700
9727,-73.9889969,40.719001,360610018003002,36061001800
9728,-74.0003176,40.7237708,360610049001005,36061004900
9729,-73.9884713,40.6963815,360470013001002,36047001300
9730,-73.9813109,40.7790464,360610159005000,36061015900
9731,-73.9423388,40.8014552,360610184005000,36061018400
9732,-74.0026863,40.7249131,360610049002002,36061004900
9733,-73.9634382,40.7618673,360610110003000,36061011000
9734,-73.9453931,40.7868212,360610164003001,36061016400
9735,-73.9551502,40.780278,360610148023001,36061014802
9736,-74.0072952,40.7073449,360610015022005,36061001502
9737,-73.925286,40.7565356,360810057003002,36081005700
9738,-73.9731805,40.6539324,360470502021001,36047050202
9739,-73.9011105,40.7537982,360810293001002,36081029300
9740,-73.9797258,40.7330717,360610044005000,36061004400
9741,-74.0003155,40.74773,360610093001001,36061009300
9742,-73.9272288,40.7554943,360810057003001,36081005700
9743,-73.9280229,40.6539639,360470868003000,36047086800
9744,-74.0118285,40.7017282,360610009001020,36061000900
9745,-73.9443438,40.8035578,360610198002000,36061019800
9746,-73.9297993,40.7565221,360810051001002,36081005100
9747,-73.940185,40.8464956,360610255002002,36061025500
9748,-73.9426642,40.8042363,360610198002000,36061019800
9749,-74.0136532,40.712387,360610013005000,36061001300
9750,-73.9866803,40.7177305,360610014021004,36061001402
9751,-73.9264143,40.7750208,360810091002003,36081009100
9752,-73.9788467,40.7678905,360610143001027,36061014300
9753,-73.952215,40.7651967,360610124008001,36061012400
9754,-73.9010706,40.8467528,360050231001009,36005023100
9755,-73.9697186,40.7495849,360610088001006,36061008800
9756,-73.9662246,40.6530595,360470177001013,36047017700
9757,-73.9223056,40.7691927,360810071003002,36081007100
9758,-73.928516,40.8273332,360050063021008,36005006302
9759,-73.9628951,40.8058869,360610203002001,36061020300
9760,-73.910695,40.850019,360050233013000,36005023301
9761,-73.941771,40.807089,360610206001005,36061020600
9762,-73.9274258,40.8280892,360050063021008,36005006302
9763,-73.9137572,40.6596769,360470896001002,36047089600
9764,-74.005658,40.726435,360610037003002,36061003700
9765,-73.9523894,40.7982184,360610186002001,36061018600
9766,-74.0133759,40.7100391,360610013004001,36061001300
9767,-73.9823606,40.7182042,360610022013001,36061002201
9768,-73.9031649,40.8807957,360050283001000,36005028300
9769,-73.9216552,40.7531437,360810157001005,36081015700
9770,-73.921184,40.675315,360470303002002,36047030300
9771,-73.9541133,40.7846153,360610160012001,36061016001
9772,-73.9173396,40.8888993,360050309002011,36005030900
9773,-73.9189951,40.7785914,360810097001001,36081009700
9774,-73.950584,40.668965,360470319001002,36047031900
9775,-74.0004673,40.7560978,360610099032016,36061009903
9776,-74.0125861,40.7020342,360610009001020,36061000900
9777,-73.9660146,40.6989778,360470543001004,36047054300
9778,-74.0092878,40.7207615,360610039003000,36061003900
9779,-73.9937004,40.7124468,360610008006006,36061000800
9780,-73.9117934,40.7624055,360810147002000,36081014700
9781,-73.9960312,40.7201656,360610041003000,36061004100
9782,-73.9869582,40.7136438,360610002011001,36061000201
9783,-73.9901113,40.6714815,360470121001002,36047012100
9784,-73.9422592,40.7539968,360810033021009,36081003302
9785,-74.0004716,40.6943359,360470003014000,36047000301
9786,-73.9066576,40.8046153,360050019021002,36005001902
9787,-73.9980313,40.7328942,360610063005000,36061006300
9788,-73.9133996,40.7775485,360810101002002,36081010100
9789,-74.0121274,40.7119255,360610013005000,36061001300
9790,-73.9832505,40.7766349,360610155011000,36061015501
9791,-73.9185594,40.881337,360050301001003,36005030100
9792,-73.9460628,40.7848008,360610156021000,36061015602
9793,-73.9419809,40.7955262,360610182004000,36061018200
9794,-73.9134824,40.7563805,360810161001001,36081016100
9795,-73.9764145,40.734208,360610060003000,36061006000
9796,-73.9948662,40.720688,360610041001000,36061004100
9797,-73.97892,40.7137777,360610010011009,36061001001
9798,-73.9314434,40.7366874,360810199031000,36081019903
9799,-73.9691774,40.7840553,360610143001011,36061014300
9800,-73.9780854,40.6912528,360470031013000,36047003101
9801,-73.9709984,40.7495205,360610088001005,36061008800
9802,-73.9563261,40.753901,360610238041001,36061023804
9803,-73.9901647,40.7209469,360610036011001,36061003601
9804,-73.985084,40.7719399,360610149001003,36061014900
9805,-73.9267891,40.8207281,360050063014004,36005006301
9806,-74.0133592,40.7107497,360610013005000,36061001300
9807,-73.9963005,40.6883047,360470045002002,36047004500
9808,-73.9079052,40.720417,360810531001006,36081053100
9809,-73.9993311,40.7496241,360610097002002,36061009700
9810,-73.9211667,40.7981346,360610240001013,36061024000
9811,-73.9709004,40.767465,360610143001032,36061014300
9812,-74.0009676,40.7545693,360610099032009,36061009903
9813,-73.9582668,40.6798937,360470227002002,36047022700
9814,-73.9995693,40.7234699,360610049001005,36061004900
9815,-73.9736507,40.6501778,360470504012000,36047050401
9816,-73.9770236,40.695544,360470029012004,36047002901
9817,-73.9083895,40.731383,360810229001005,36081022900
9818,-73.9275835,40.7898452,360610240002006,36061024000
9819,-73.9190319,40.7907441,360610240003000,36061024000
9820,-74.012539,40.7108769,360610013005000,36061001300
9821,-73.916313,40.695351,360470417003000,36047041700
9822,-73.9358086,40.6807337,360470273003004,36047027300
9823,-74.0108395,40.7297645,360610069004001,36061006900
9824,-73.9076213,40.8816272,360050289003000,36005028900
9825,-73.9706846,40.6979037,360470543001036,36047054300
9826,-73.9713799,40.6518983,360470177001009,36047017700
9827,-73.9436452,40.8152715,360610228002001,36061022800
9828,-73.984269,40.6829142,360470127003000,36047012700
9829,-74.0086551,40.7333414,360610075001007,36061007500
9830,-73.9852106,40.6590434,360471502003000,36047150200
9831,-73.92748,40.821111,360050063016012,36005006301
9832,-73.983136,40.6529363,360470175001000,36047017500
9833,-74.0007087,40.7498908,360610097002002,36061009700
9834,-73.9953012,40.6701509,360470117002000,36047011700
9835,-73.9089966,40.8944558,360050307011001,36005030701
9836,-73.9288116,40.8289635,360050063021006,36005006302
9837,-74.0052508,40.7183145,360610033004003,36061003300
9838,-73.9671841,40.6688892,360470177001001,36047017700
9839,-73.9813054,40.6533731,360471502002003,36047150200
9840,-73.9695485,40.675392,360470207003001,36047020700
9841,-74.0128811,40.7148714,360610021003004,36061002100
9842,-73.9870983,40.7251406,360610038004000,36061003800
9843,-73.9672251,40.778743,360610143001010,36061014300
9844,-73.9603331,40.7680593,360610126023000,36061012602
9845,-73.9900338,40.7386005,360610052002001,36061005200
9846,-73.9845609,40.7330837,360610048004000,36061004800
9847,-73.9014124,40.7339753,360810229001005,36081022900
9848,-73.9988445,40.691478,360470007001001,36047000700
9849,-73.956843,40.7833739,360610150021000,36061015002
9850,-73.9953162,40.7271563,360610055011004,36061005501
9851,-73.9312743,40.7593338,360810047001002,36081004700
9852,-73.9210997,40.8264782,360050183021001,36005018302
9853,-73.910067,40.682684,360470369004000,36047036900
9854,-73.9300625,40.8518458,360610269006002,36061026900
9855,-73.9877189,40.7211735,360610030012000,36061003001
9856,-73.9093433,40.8284628,360050185011003,36005018501
9857,-74.0046167,40.7050095,360610007008002,36061000700
9858,-73.9886251,40.741599,360610056002000,36061005600
9859,-74.0120411,40.6721504,360470053012018,36047005301
9860,-73.920074,40.69749,360470431002003,36047043100
9861,-73.9595097,40.8087743,360610207011000,36061020701
9862,-74.008454,40.7214031,360610039001021,36061003900
9863,-73.9380297,40.8176407,360610214002000,36061021400
9864,-73.955844,40.717589,360470519001005,36047051900
9865,-73.9939981,40.7257251,360610055021003,36061005502
9866,-73.9430474,40.8427122,360610255001007,36061025500
9867,-74.0140577,40.7071915,360610013003003,36061001300
9868,-73.9334374,40.7604299,360810047002001,36081004700
9869,-73.9892135,40.7776577,360610155022002,36061015502
9870,-74.0136836,40.7014196,360610009001019,36061000900
9871,-74.0012298,40.6755798,360470053021001,36047005302
9872,-73.9650918,40.6658452,360470177001001,36047017700
9873,-73.965659,40.677939,360470205002001,36047020500
9874,-73.9148189,40.8791353,360050293023002,36005029302
9875,-73.9636074,40.6602497,360470177001004,36047017700
9876,-73.9074584,40.7368936,360810245004002,36081024500
9877,-73.9281816,40.7859704,360610240002001,36061024000
9878,-73.9396789,40.7457828,360810171011015,36081017101
9879,-73.9573047,40.8265285,360610225001000,36061022500
9880,-73.9720026,40.7433015,360610086011001,36061008601
9881,-73.9973657,40.7215331,360610041006001,36061004100
9882,-73.9525307,40.7765701,360610146014000,36061014601
9883,-73.9436901,40.8398212,360610247005000,36061024700
9884,-73.9419674,40.6975599,360470285021001,36047028502
9885,-73.9000272,40.6934492,360810559001004,36081055900
9886,-73.9366446,40.7244437,360470449013001,36047044901
9887,-73.9042216,40.7812468,360810107011000,36081010701
9888,-73.9801011,40.7140141,360610002021000,36061000202
9889,-73.9950309,40.7696674,360610135025001,36061013502
9890,-73.9367691,40.7922782,360610162001000,36061016200
9891,-73.9770217,40.6939174,360470029012006,36047002901
9892,-73.976149,40.7660985,360610143001028,36061014300
9893,-73.9310491,40.752116,360810031002004,36081003100
9894,-73.9450133,40.7815614,360610152001000,36061015200
9895,-73.9237756,40.7712203,360810069002004,36081006900
9896,-73.9882087,40.7490116,360610076001002,36061007600
9897,-73.9882179,40.7415744,360610056002000,36061005600
9898,-73.9863045,40.7717758,360610145001001,36061014500
9899,-73.9378264,40.6751321,360470343004000,36047034300
9900,-73.933427,40.8630268,360610287001007,36061028700
9901,-73.9404985,40.7852346,360610162005004,36061016200
9902,-73.9987474,40.711873,360610027001006,36061002700
9903,-73.9605601,40.7595453,360610106023003,36061010602
9904,-73.9049487,40.8505,360050235022000,36005023502
